customer_id,gender,location_type,cust_longitude,cust_latitude,akeed_order_id,item_count,grand_total,payment_mode,promo_code,vendor_discount_amount,promo_code_discount_percentage,is_favorite,is_rated,vendor_rating_x,vendor_id,LOCATION_NUMBER,LOCATION_TYPE,CID X LOC_NUM X VENDOR,latitude,longitude,vendor_category_en,delivery_charge,serving_distance,is_open,prepration_time,rank,primary_tags,vendor_rating_y,vendor_tag_name
712,male,Other,0.1449931101175919,-0.545581283938595,305810.0,2.0,18.5,1,0,0.0,0.0,No,Yes,1.0,356,1,Other,2UIIO87 X 1 X 356,-0.8450961538461755,0.0670131818182866,Restaurants,0.0,15.0,1.0,15,1,46,4.2,"American,Kids meal,Pasta,Pizzas,Salads"
713,male,Other,0.0052761616499969,0.1129137531346375,301856.0,2.0,9.0,1,0,0.0,0.0,No,Yes,5.0,537,1,Home,2UX6GG0 X 1 X 537,-0.5237192307691679,0.0526545454545903,Restaurants,0.0,15.0,1.0,20,1,8,4.4,"American,Burgers,Desserts,Free Delivery,Fries,Hot Dogs,Kids meal"
714,female,Home,0.1723425503481488,-0.5572692150760523,413226.0,3.0,12.8,1,0,0.0,0.0,No,Yes,4.0,681,0,Home,2UYA2WP X 0 X 681,-0.5953249999999973,0.0956388636363093,Restaurants,0.7,15.0,1.0,10,1,2072,4.4,"Biryani,Desserts,Indian,Kebabs,Rice"
715,female,Other,-0.0075281442863748,0.0460483180768637,409173.0,2.0,4.7,2,0,0.18,0.0,No,Yes,4.0,148,1,Home,2V1UBVQ X 1 X 148,-0.4828653846153978,0.0759886363636465,Restaurants,0.7,15.0,1.0,16,1,134,4.1,"Breakfast,Burgers,Grills,Pizza,Sandwiches,Shawarma"
717,male,Other,0.4423000297749873,0.5352939421538043,231386.0,2.0,8.2,1,0,0.0,0.0,No,No,0.0,106,0,Other,2VFTP5H X 0 X 106,0.6186153846153633,0.5271931818182224,Restaurants,0.0,15.0,1.0,10,1,32,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
718,male,Work,0.0494966154748545,-0.7076342671645691,408776.0,2.0,9.3,4,0,0.0,0.0,No,Yes,5.0,356,0,Work,2VGIYT7 X 0 X 356,-0.8450961538461755,0.0670131818182866,Restaurants,0.0,15.0,1.0,15,1,46,4.2,"American,Kids meal,Pasta,Pizzas,Salads"
719,female,Other,0.4488027522024871,-0.2632387577454101,307214.0,4.0,13.9,1,0,0.0,0.0,No,Yes,2.0,582,2,Other,2VHP9CX X 2 X 582,-0.1858249999999742,0.4824509090909494,Restaurants,0.7,15.0,1.0,10,1,134,4.2,"Fresh Juices,Sandwiches,Shawarma"
720,male,Other,0.5303702103818119,-0.0650967709615681,253941.0,3.0,34.8,1,1,0.0,0.0,No,No,0.0,157,0,Other,2VKX0NS X 0 X 157,0.0558846153846044,0.5339954545452126,Restaurants,0.7,15.0,1.0,15,1,297,4.3,"Biryani,Desserts,Indian,Rice,Thali,Vegetarian"
721,male,Other,0.5433644462704504,0.3194973210384139,265366.0,2.0,17.9,2,1,0.0,0.0,No,Yes,5.0,113,0,Home,2VTXA4Y X 0 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
722,male,Home,0.0062371840966852,0.4377319862287654,351515.0,2.0,6.5,1,0,0.0,0.0,No,Yes,5.0,44,2,Home,2W1QP0M X 2 X 44,-0.9365557692307772,0.0819329545453459,Restaurants,0.7,15.0,1.0,14,1,8,4.3,"American,Burgers,Fries,Sandwiches"
723,male,Home,0.7155735877477235,-0.6462434356346395,242439.0,8.0,100.2,4,0,0.0,0.0,No,Yes,5.0,92,2,Home,2W8Z5TQ X 2 X 92,-0.4921884615384525,0.7441604545452798,Restaurants,0.7,6.0,1.0,14,1,31,4.6,"Asian,Fresh Juices,Kids meal"
724,male,Other,0.0877783361863559,-0.7383651600000802,259746.0,1.0,9.5,1,0,0.0,0.0,No,No,0.0,386,0,Other,2WBTKCD X 0 X 386,-1.002136538459656,0.0786093181818521,Sweets & Bakes,0.0,15.0,1.0,15,0,1348,4.5,Churros
725,female,Home,-0.1395229209553319,-1.100671176402497,405488.0,3.0,12.2,2,0,0.0,0.0,No,Yes,5.0,841,7,Home,2WGF9T2 X 7 X 841,-0.4961384615384956,0.7402140909090968,Restaurants,0.0,6.0,1.0,10,0,2396,4.0,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
726,female,Home,0.5523795641281378,0.2592146696333114,359157.0,2.0,8.8,1,1,0.0,0.0,No,Yes,5.0,858,0,Home,2WR7RK3 X 0 X 858,0.0198173076922852,0.5870874999998449,Restaurants,0.0,3.0,1.0,10,1,2396,4.2,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
727,female,Home,0.2721615088041235,-0.2205648186246313,276902.0,3.0,18.5,1,0,0.0,0.0,No,Yes,4.0,299,2,Home,2WTT1BA X 2 X 299,-0.8188096153846912,0.1351238636363022,Restaurants,0.7,15.0,1.0,15,1,1065,4.2,"Combos,Fries,Mojitos ,Pasta,Sandwiches"
728,male,Home,0.5195565477737895,0.4782324633263312,134117.0,3.0,11.4,1,0,0.0,0.0,No,Yes,5.0,113,0,Other,2WXFUMK X 0 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
729,male,Home,0.1184001378045454,-0.1876088056345961,258738.0,1.0,5.2,1,0,0.0,0.0,No,No,0.0,419,0,Home,2XFYO4O X 0 X 419,-0.4764000000000215,0.0397399999997592,Restaurants,0.7,15.0,1.0,15,1,0,4.2,"Arabic,Kushari,Sandwiches"
730,male,Other,0.6620739505659016,-0.2207477764807444,274589.0,5.0,36.2,4,0,0.0,0.0,No,Yes,5.0,33,2,Home,2XL7CXQ X 2 X 33,-0.4946538461538846,0.7433181818182409,Restaurants,0.7,6.0,1.0,17,1,51,4.6,"Desserts,Mexican"
731,male,Home,0.715463378145455,-0.6223531025576965,392999.0,1.0,21.2,2,0,0.0,0.0,No,Yes,5.0,92,1,Home,2XM2GVL X 1 X 92,-0.4921884615384525,0.7441604545452798,Restaurants,0.7,6.0,1.0,14,1,31,4.6,"Asian,Fresh Juices,Kids meal"
732,male,Other,0.6115257019909136,0.1711190272692624,266175.0,1.0,7.9,1,0,0.0,0.0,No,Yes,5.0,113,1,Other,2XRAI2C X 1 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
733,female,Home,-0.0101700601204513,0.0677555009999541,239654.0,2.0,9.0,1,0,0.0,0.0,No,No,0.0,86,0,Home,2XRZTBO X 0 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
734,male,Home,-0.0106782350776284,0.1148515513197996,259920.0,1.0,6.3,1,0,0.0,0.0,No,No,0.0,86,1,Home,2Y6WWWN X 1 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
735,male,Work,-0.1392204104499429,-1.2697725744114452,360257.0,2.0,9.8,1,0,0.0,0.0,No,Yes,5.0,537,0,Work,2Y7LQQI X 0 X 537,-0.5237192307691679,0.0526545454545903,Restaurants,0.0,15.0,1.0,20,1,8,4.4,"American,Burgers,Desserts,Free Delivery,Fries,Hot Dogs,Kids meal"
736,female,Work,0.0828245864673059,-0.4774162541841429,390869.0,1.0,8.2,1,0,0.0,0.0,No,Yes,1.0,225,0,Work,2YJ4L8D X 0 X 225,-0.815323318553912,0.0914912908724802,Restaurants,0.0,15.0,1.0,10,1,346,4.2,"Breakfast,Free Delivery,Fresh Juices,Fries,Karak,Mojitos ,Rolls"
737,male,Home,0.435369719997734,-0.1102861809423325,249734.0,2.0,32.7,4,0,0.0,0.0,No,No,0.0,259,0,Home,2YK2PQB X 0 X 259,0.0258211538481081,0.5515938636360602,Restaurants,0.0,15.0,1.0,15,1,134,4.3,"American,Burgers,Kids meal,Pasta,Sandwiches,Smoothies,Soups,Steaks"
738,male,Home,0.5614816321352895,0.6409507890937772,362706.0,4.0,31.4,1,0,0.0,0.0,No,Yes,5.0,858,1,Home,2YOSFU2 X 1 X 858,0.0198173076922852,0.5870874999998449,Restaurants,0.0,3.0,1.0,10,1,2396,4.2,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
739,male,Other,0.1291127826272716,-0.1600532330769796,311541.0,3.0,17.1,1,0,0.0,0.0,Yes,Yes,5.0,459,0,Other,2YRINIS X 0 X 459,-0.9960634615385074,-0.0622829545455261,Restaurants,0.0,10.0,1.0,15,1,8,4.2,"Burgers,Free Delivery,Milkshakes,Mojitos "
740,male,Home,-0.0938120657704584,-0.3624681120384757,235735.0,2.0,11.0,1,1,0.0,0.0,No,No,0.0,386,0,Home,2YW9Y9D X 0 X 386,-1.002136538459656,0.0786093181818521,Sweets & Bakes,0.0,15.0,1.0,15,0,1348,4.5,Churros
741,male,Other,-0.0058795954409163,-0.1125446645961703,405743.0,6.0,27.5,1,0,0.0,0.0,No,Yes,5.0,105,1,Home,2YXLN4W X 1 X 105,-0.9677692307692346,0.0808386363635615,Restaurants,0.0,15.0,1.0,12,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
742,female,Other,-78.49889112395715,-0.7786135665198335,364497.0,1.0,12.8,2,0,0.0,0.0,No,Yes,3.0,4,1,Work,2ZDD1EF X 1 X 4,-0.588596153846155,0.7544340909088447,Restaurants,0.0,6.0,1.0,15,1,4,4.4,"Arabic,Breakfast,Burgers,Desserts,Free Delivery,Grills,Lebanese,Salads,Sandwiches,Shawarma"
743,male,Home,-0.0175089125045441,-0.0014849548653281,243471.0,3.0,10.6,1,0,0.0,0.0,No,No,0.0,84,3,Home,2ZWL5BL X 3 X 84,-1.004923076923082,0.0787363636363481,Restaurants,0.0,15.0,1.0,14,1,90,4.3,"Burgers,Fries,Kids meal,Shawarma"
744,male,Work,0.138583707431812,-1.1008890499422876,252844.0,2.0,13.0,2,0,0.0,0.0,No,No,0.0,44,1,Work,2ZXY2V1 X 1 X 44,-0.9365557692307772,0.0819329545453459,Restaurants,0.7,15.0,1.0,14,1,8,4.3,"American,Burgers,Fries,Sandwiches"
745,male,Other,0.5482634635545606,0.2153998649230458,231031.0,3.0,23.9,1,0,0.0,0.0,No,No,0.0,225,2,Other,304Y0FT X 2 X 225,-0.815323318553912,0.0914912908724802,Restaurants,0.0,15.0,1.0,10,1,346,4.2,"Breakfast,Free Delivery,Fresh Juices,Fries,Karak,Mojitos ,Rolls"
746,female,Home,0.2749700848477279,0.0759640175769073,261028.0,4.0,28.0,1,0,0.0,0.0,No,No,0.0,55,2,Home,307KLJX X 2 X 55,-1.1701538461538554,0.1034772727271104,Restaurants,0.7,10.0,1.0,19,1,21,4.5,"Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups"
747,male,Home,0.0885726543522646,-0.7026842477500358,257439.0,2.0,13.3,1,0,0.0,0.0,No,No,0.0,84,3,Home,30DGQSN X 3 X 84,-1.004923076923082,0.0787363636363481,Restaurants,0.0,15.0,1.0,14,1,90,4.3,"Burgers,Fries,Kids meal,Shawarma"
748,female,Other,0.2694977272727377,-0.2176038461537961,234569.0,2.0,13.6,4,0,0.0,0.0,No,No,0.0,189,1,Home,30KTQ08 X 1 X 189,-0.8568561198788782,0.087738003241582,Restaurants,0.7,15.0,1.0,10,1,701,4.3,"Sandwiches,Shawarma,Fresh Juices,Mojitos,Milkshakes"
750,male,Home,0.4212877727272666,0.0265184615384667,302460.0,3.0,20.5,1,0,0.0,0.0,No,Yes,5.0,577,1,Home,30RYPPY X 1 X 577,-0.7549000000000428,0.2197102272727858,Restaurants,0.7,8.0,1.0,5,1,15,4.5,"Burgers,Desserts,Family Meal,Salads"
751,male,Other,0.0544305084781015,-0.8651080226743467,382578.0,3.0,10.6,1,0,0.0,0.0,No,Yes,4.0,299,0,Work,30Z1JH6 X 0 X 299,-0.8188096153846912,0.1351238636363022,Restaurants,0.7,15.0,1.0,15,1,1065,4.2,"Combos,Fries,Mojitos ,Pasta,Sandwiches"
752,male,Work,-78.53248865909133,-0.4943267307692588,258019.0,4.0,29.6,1,0,0.0,0.0,No,No,0.0,104,1,Work,30Z5BLE X 1 X 104,-0.0324423076923163,0.6556363636363828,Restaurants,0.0,2.0,1.0,10,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
753,male,Other,0.4619130344068097,-0.09040530773084,247051.0,3.0,9.8,1,0,0.0,0.0,No,No,0.0,28,1,Other,311XMM9 X 1 X 28,0.4806019230769256,0.5528504545454149,Restaurants,0.7,15.0,1.0,10,1,32,4.4,Burgers
754,female,Other,0.5426801781762719,0.1950156126277014,316642.0,1.0,5.2,1,0,0.0,0.0,No,Yes,5.0,578,0,Other,3155OVT X 0 X 578,0.5535730769231084,0.5313611363638088,Restaurants,0.7,15.0,0.0,10,1,134,4.3,"Fresh Juices,Sandwiches,Shawarma"
755,female,Other,-78.53788613636405,-0.4486557692307538,353272.0,4.0,18.8,1,0,0.0,0.0,No,Yes,5.0,104,2,Work,318RTJF X 2 X 104,-0.0324423076923163,0.6556363636363828,Restaurants,0.0,2.0,1.0,10,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
756,male,Home,0.4023602611639265,0.4885458005275395,353614.0,3.0,10.3,1,0,0.0,0.0,No,Yes,5.0,157,2,Home,319X9Z7 X 2 X 157,0.0558846153846044,0.5339954545452126,Restaurants,0.7,15.0,1.0,15,1,297,4.3,"Biryani,Desserts,Indian,Rice,Thali,Vegetarian"
758,male,Home,0.4576967517954559,0.0518154561730377,364750.0,4.0,36.2,1,0,0.0,0.0,No,Yes,5.0,113,2,Home,31B2KOD X 2 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
759,male,Home,0.1141761031365788,-0.7764158835038192,272586.0,2.0,4.6,1,0,0.0,0.0,No,Yes,3.0,189,0,Home,31C4088 X 0 X 189,-0.8568561198788782,0.087738003241582,Restaurants,0.7,15.0,1.0,10,1,701,4.3,"Sandwiches,Shawarma,Fresh Juices,Mojitos,Milkshakes"
760,male,Work,0.167742219113621,-0.3749402036346194,284783.0,1.0,5.4,1,0,0.0,0.0,No,Yes,5.0,145,1,Other,31DLFXY X 1 X 145,-0.6058922840442468,0.0729530596036363,Restaurants,0.0,15.0,0.0,10,1,0,3.2,"Arabic,Pizzas,Sandwiches"
761,female,Home,0.4136883210195585,0.5769299145182087,139673.0,3.0,11.4,2,0,0.0,0.0,No,Yes,5.0,78,0,Home,31IBLKE X 0 X 78,-0.5554038461538193,0.1963363636363634,Restaurants,0.7,15.0,0.0,17,1,0,4.4,"Pizzas,Italian,Breakfast,Soups,Pasta,Salads,Desserts"
762,female,Other,0.0706145913999931,-0.7582314842692824,254676.0,4.0,17.4,1,0,0.0,0.0,No,No,0.0,86,1,Other,31LPMFK X 1 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
763,female,Home,0.3952638371431813,0.1947792420961434,334654.0,1.0,8.4,1,0,0.0,0.0,No,Yes,5.0,303,2,Home,31PGJJV X 2 X 303,0.0057480769230212,0.482280909090949,Restaurants,0.7,15.0,1.0,15,1,1088,4.7,"Coffee,Fresh Juices,Hot Chocolate,Sandwiches,Smoothies"
764,female,Home,-0.0025987441795585,-0.1039412887115731,259578.0,2.0,6.8,1,0,0.0,0.0,No,No,0.0,459,0,Home,320AWUP X 0 X 459,-0.9960634615385074,-0.0622829545455261,Restaurants,0.0,10.0,1.0,15,1,8,4.2,"Burgers,Free Delivery,Milkshakes,Mojitos "
765,male,Home,0.4708220944636364,-0.2151383523653857,333927.0,3.0,14.7,1,0,0.0,0.0,No,Yes,1.0,176,3,Home,32J04NC X 3 X 176,-0.4401094895692907,0.6625680487740839,Restaurants,0.7,8.0,1.0,21,1,21,4.3,"Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups"
766,male,Work,0.5118009323028675,-0.0117229791894393,261781.0,4.0,74.5,1,0,0.0,0.0,No,Yes,5.0,110,1,Work,32J9L26 X 1 X 110,0.0167923076922569,0.5479409090910177,Restaurants,0.7,15.0,1.0,18,1,46,4.6,"Asian,Dimsum,Grills,Japanese,Rice,Soups"
767,male,Other,0.5426451265811748,0.2826219668251862,257149.0,3.0,13.3,1,0,0.0,0.0,No,No,0.0,578,0,Home,32O9GTF X 0 X 578,0.5535730769231084,0.5313611363638088,Restaurants,0.7,15.0,0.0,10,1,134,4.3,"Fresh Juices,Sandwiches,Shawarma"
768,male,Home,0.7509506602178759,-0.6423535203068766,400951.0,2.0,13.0,1,0,0.0,0.0,No,Yes,1.0,176,0,Home,32RVJ2L X 0 X 176,-0.4401094895692907,0.6625680487740839,Restaurants,0.7,8.0,1.0,21,1,21,4.3,"Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups"
769,male,Other,0.2188943070772817,-0.7623308130384364,344005.0,8.0,40.5,1,0,0.0,0.0,No,Yes,5.0,583,0,Home,32TKJK4 X 0 X 583,-0.5912730769230697,0.0955986363636933,Restaurants,0.7,15.0,1.0,10,1,134,4.3,"Fresh Juices,Sandwiches,Shawarma"
770,male,Other,0.2806908406994374,0.2185345916700105,325019.0,5.0,38.1,1,0,0.0,0.0,No,Yes,5.0,159,4,Home,32VMUF3 X 4 X 159,-0.5998653846153555,0.7562443181818139,Restaurants,0.0,6.0,1.0,13,1,35,4.5,"American,Burgers,Sandwiches"
771,female,Home,0.1496402738340929,-0.2622990474807308,239259.0,2.0,16.3,1,0,0.0,0.0,No,No,0.0,225,0,Home,335HVNL X 0 X 225,-0.815323318553912,0.0914912908724802,Restaurants,0.0,15.0,1.0,10,1,346,4.2,"Breakfast,Free Delivery,Fresh Juices,Fries,Karak,Mojitos ,Rolls"
772,male,Home,0.0824936122267905,-0.8261130318229439,267110.0,2.0,15.7,1,0,0.0,0.0,No,Yes,3.0,577,0,Home,335L9OT X 0 X 577,-0.7549000000000428,0.2197102272727858,Restaurants,0.7,8.0,1.0,5,1,15,4.5,"Burgers,Desserts,Family Meal,Salads"
773,male,Home,0.4431291305136453,-0.1830902958653774,258587.0,2.0,10.9,1,0,0.0,0.0,No,No,0.0,113,0,Home,33C4KG9 X 0 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
774,male,Home,0.0049836789772651,0.1142348874807643,250893.0,1.0,8.2,1,0,0.0,0.0,No,No,0.0,386,0,Home,33DSV88 X 0 X 386,-1.002136538459656,0.0786093181818521,Sweets & Bakes,0.0,15.0,1.0,15,0,1348,4.5,Churros
775,male,Home,0.16376045517965,-0.2954496496576493,329740.0,6.0,15.0,1,0,0.0,0.0,No,Yes,5.0,189,1,Home,33IQPH8 X 1 X 189,-0.8568561198788782,0.087738003241582,Restaurants,0.7,15.0,1.0,10,1,701,4.3,"Sandwiches,Shawarma,Fresh Juices,Mojitos,Milkshakes"
776,male,Other,-0.0108586116727271,0.0683810729615709,289504.0,5.0,24.7,1,0,0.0,0.0,No,Yes,5.0,537,1,Home,33X2DIZ X 1 X 537,-0.5237192307691679,0.0526545454545903,Restaurants,0.0,15.0,1.0,20,1,8,4.4,"American,Burgers,Desserts,Free Delivery,Fries,Hot Dogs,Kids meal"
777,male,Other,0.0012686203772815,0.087566236173095,252530.0,4.0,13.0,1,0,0.0,0.0,No,No,0.0,105,1,Work,34517YM X 1 X 105,-0.9677692307692346,0.0808386363635615,Restaurants,0.0,15.0,1.0,12,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
779,male,Home,0.1569738464613519,-0.1405429957885338,239561.0,2.0,16.0,1,0,0.0,0.0,No,No,0.0,386,1,Home,34K13U9 X 1 X 386,-1.002136538459656,0.0786093181818521,Sweets & Bakes,0.0,15.0,1.0,15,0,1348,4.5,Churros
780,male,Home,0.6100591334659163,0.0772764805384665,226752.0,1.0,4.0,1,1,0.0,0.0,No,No,0.0,192,0,Home,34R3I46 X 0 X 192,1.7031192316153734,0.7599580436756791,Restaurants,0.7,10.0,1.0,11,1,701,4.3,"Fresh Juices,Milkshakes,Mojitos ,Sandwiches,Shawarma"
781,male,Work,-0.0077178265182841,0.069280490676714,282896.0,2.0,11.4,1,0,0.0,0.0,No,Yes,4.0,86,0,Work,34W7NZH X 0 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
782,male,Other,0.0659152398055214,-0.8292063615881345,412973.0,3.0,15.6,1,0,0.0,0.0,No,Yes,5.0,846,1,Home,355FSZ4 X 1 X 846,-0.44182307692315,0.0994793181817988,Restaurants,0.0,6.0,1.0,10,1,2396,4.1,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
783,female,Work,0.5647567638571548,0.2886625663802392,388654.0,1.0,9.0,1,0,0.0,0.0,No,Yes,5.0,676,9,Work,35BJMOC X 9 X 676,-0.1161730769230728,0.5707072727273654,Restaurants,0.7,14.0,1.0,10,1,2072,4.4,"Biryani,Desserts,Indian,Kebabs,Rice"
784,female,Other,0.0959959601204576,-0.7878148513654051,304314.0,2.0,12.2,1,0,0.0,0.0,No,Yes,5.0,90,2,Home,35P4VAE X 2 X 90,-0.6010961538461602,0.0959977272724904,Restaurants,0.0,15.0,1.0,14,0,90,4.4,"American,Burgers,Desserts,Mojitos ,Pasta"
785,male,Home,0.4044280169954547,0.6222777571153326,243833.0,3.0,47.6,4,0,0.0,0.0,No,No,0.0,259,3,Home,360RVIT X 3 X 259,0.0258211538481081,0.5515938636360602,Restaurants,0.0,15.0,1.0,15,1,134,4.3,"American,Burgers,Kids meal,Pasta,Sandwiches,Smoothies,Soups,Steaks"
786,male,Other,0.2151407167743465,0.1401032273395268,353787.0,2.0,8.7,1,0,0.0,0.0,Yes,Yes,5.0,845,1,Other,36IP7KN X 1 X 845,-0.1169038461538417,0.1815831818183232,Restaurants,0.0,5.0,1.0,10,0,2396,4.0,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
787,male,Home,0.4344252645382944,0.6044047686538617,286691.0,2.0,7.1,1,0,0.0,0.0,No,Yes,2.0,157,3,Home,36IPIEN X 3 X 157,0.0558846153846044,0.5339954545452126,Restaurants,0.7,15.0,1.0,15,1,297,4.3,"Biryani,Desserts,Indian,Rice,Thali,Vegetarian"
788,male,Other,-0.0017448159566219,-0.1220501254311638,280719.0,1.0,6.0,1,0,0.0,0.0,No,Yes,3.0,356,2,Other,36PSR9T X 2 X 356,-0.8450961538461755,0.0670131818182866,Restaurants,0.0,15.0,1.0,15,1,46,4.2,"American,Kids meal,Pasta,Pizzas,Salads"
789,male,Other,0.6535968317749894,-0.1540197037884869,355709.0,1.0,17.7,1,0,0.0,0.0,No,Yes,5.0,134,2,Home,374IOMA X 2 X 134,-0.056273076923028,0.6322886363636278,Restaurants,0.0,15.0,0.0,16,1,534,4.5,"Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks"
790,male,Other,0.4495824090909027,-0.0057359615384966,256375.0,2.0,8.7,4,0,0.0,0.0,No,No,0.0,113,0,Other,37AD03M X 0 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
791,male,Home,0.6871522705764577,-0.6007634196909916,384348.0,3.0,17.5,4,0,0.0,0.0,No,Yes,3.0,841,0,Home,37DP7LB X 0 X 841,-0.4961384615384956,0.7402140909090968,Restaurants,0.0,6.0,1.0,10,0,2396,4.0,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
792,female,Home,0.5409725559022565,0.1533201923846089,266081.0,1.0,5.2,2,0,0.0,0.0,No,Yes,5.0,106,0,Home,37MZ3GQ X 0 X 106,0.6186153846153633,0.5271931818182224,Restaurants,0.0,15.0,1.0,10,1,32,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
793,female,Home,0.5505774549462407,0.042348492930645,234400.0,5.0,24.7,2,0,0.0,0.0,No,No,0.0,79,0,Home,37SO8LJ X 0 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
794,female,Other,-0.0439461744431861,-1.496549263442306,376480.0,1.0,8.3,1,0,0.0,0.0,Yes,Yes,5.0,849,1,Home,37YWRAM X 1 X 849,-1.5880596153847006,-0.0664411363635964,Restaurants,0.0,10.0,1.0,10,0,2396,4.1,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
795,male,Work,0.5250724999999978,0.2205588461538399,248621.0,2.0,6.8,1,0,0.0,0.0,No,No,0.0,79,1,Work,38018V0 X 1 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
796,male,Work,0.5608397510931853,0.6388188765576971,233360.0,3.0,14.1,1,0,0.0,0.0,No,No,0.0,79,1,Work,38338WJ X 1 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
797,female,Home,0.4909323143869437,0.400037845976568,371156.0,3.0,6.1,1,0,0.0,0.0,No,Yes,5.0,856,1,Home,38BQZUQ X 1 X 856,0.2514692307692175,0.4836324999999767,Restaurants,0.0,7.0,1.0,10,1,2396,4.3,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
798,male,Other,0.0643302981149031,-1.6942182547982292,255719.0,1.0,12.0,1,0,0.0,0.0,No,No,0.0,110,0,Other,38JPQKQ X 0 X 110,0.0167923076922569,0.5479409090910177,Restaurants,0.7,15.0,1.0,18,1,46,4.6,"Asian,Dimsum,Grills,Japanese,Rice,Soups"
799,male,Other,0.4553072195161457,0.5390468330076801,327938.0,3.0,11.1,1,0,0.0,0.0,No,Yes,3.0,157,5,Other,38RV21D X 5 X 157,0.0558846153846044,0.5339954545452126,Restaurants,0.7,15.0,1.0,15,1,297,4.3,"Biryani,Desserts,Indian,Rice,Thali,Vegetarian"
800,male,Home,0.5311404141500016,0.7445232684807318,264773.0,2.0,8.7,1,0,0.0,0.0,No,Yes,5.0,79,1,Home,38RZFJP X 1 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
801,male,Other,-0.0096780568522803,0.0448825636154221,387247.0,2.0,10.5,1,0,0.555,0.0,No,Yes,3.0,148,0,Other,38Z01BI X 0 X 148,-0.4828653846153978,0.0759886363636465,Restaurants,0.7,15.0,1.0,16,1,134,4.1,"Breakfast,Burgers,Grills,Pizza,Sandwiches,Shawarma"
